SECT,CLASS,COUNTRY,YEARS,SCORES
ASMOT,Restrictions to movement of people,SVK,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.011162243783473969, 0.011162243783473969, 0.011162243783473969, 0.011162243783473969, 0.011162243783473969, 0.011162243783473969, 0.011162243783473969, 0.011162243783473969, 0.011162243783473969, 0.011162243783473969, 0.011162243783473969]"
ASMOT,Restrictions to movement of people,SVN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.044648975133895874, 0.044648975133895874, 0.044648975133895874, 0.044648975133895874, 0.044648975133895874, 0.044648975133895874, 0.044648975133895874, 0.044648975133895874, 0.044648975133895874, 0.044648975133895874, 0.044648975133895874]"
ASMOT,Restrictions to movement of people,SWE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.022324487566947937, 0.022324487566947937, 0.022324487566947937, 0.022324487566947937, 0.022324487566947937, 0.022324487566947937, 0.022324487566947937, 0.022324487566947937, 0.022324487566947937, 0.022324487566947937, 0.022324487566947937]"
ASMOT,Restrictions to movement of people,THA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.033486731350421906, 0.033486731350421906, 0.033486731350421906, 0.033486731350421906, 0.033486731350421906, 0.033486731350421906, 0.033486731350421906, 0.033486731350421906, 0.033486731350421906, 0.033486731350421906, 0.033486731350421906]"
ASMOT,Restrictions to movement of people,TUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.033486731350421906, 0.033486731350421906, 0.033486731350421906, 0.033486731350421906, 0.033486731350421906, 0.033486731350421906, 0.033486731350421906, 0.033486731350421906, 0.022324487566947937, 0.022324487566947937, 0.022324487566947937]"
ASMOT,Restrictions to movement of people,USA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.02790560945868492, 0.02790560945868492, 0.02790560945868492, 0.022324487566947937, 0.022324487566947937, 0.022324487566947937, 0.022324487566947937, 0.022324487566947937, 0.022324487566947937, 0.022324487566947937, 0.022324487566947937]"
ASMOT,Restrictions to movement of people,VNM,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.02790560945868492, 0.02790560945868492, 0.02790560945868492, 0.02790560945868492, 0.02790560945868492, 0.02790560945868492, 0.02790560945868492, 0.02790560945868492, 0.02790560945868492, 0.02790560945868492, 0.02790560945868492]"
ASMOT,Restrictions to movement of people,ZAF,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.011162243783473969, 0.011162243783473969, 0.011162243783473969, 0.011162243783473969, 0.011162243783473969, 0.011162243783473969, 0.011162243783473969, 0.011162243783473969, 0.011162243783473969, 0.011162243783473969, 0.011162243783473969]"
ASMOT,STRI,AUS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.1468716263771057, 0.1468716263771057, 0.1468716263771057, 0.1468716263771057, 0.1329677700996399, 0.14413002133369446, 0.15529227256774902, 0.15529227256774902, 0.1329677700996399, 0.12180553376674652, 0.1329677700996399]"
ASMOT,STRI,AUT,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.1690002977848053, 0.1690002977848053, 0.1690002977848053, 0.1690002977848053, 0.1690002977848053, 0.1690002977848053, 0.1690002977848053, 0.1690002977848053, 0.1822187304496765, 0.1822187304496765, 0.1822187304496765]"
ASMOT,STRI,BEL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.1940663754940033, 0.1940663754940033, 0.16762948036193848, 0.16762948036193848, 0.16762948036193848, 0.16762948036193848, 0.16762948036193848, 0.16762948036193848, 0.18084794282913208, 0.1947517693042755, 0.1947517693042755]"
ASMOT,STRI,BRA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.3721727430820465, 0.3721727430820465, 0.38607659935951233, 0.3693332076072693, 0.3693332076072693, 0.3693332076072693, 0.34152552485466003, 0.3137178122997284, 0.31097620725631714, 0.31097620725631714, 0.32488006353378296]"
ASMOT,STRI,CAN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.20199744403362274, 0.20199744403362274, 0.20199744403362274, 0.20199744403362274, 0.20199744403362274, 0.20199744403362274, 0.20199744403362274, 0.20199744403362274, 0.20199744403362274, 0.20199744403362274, 0.20199744403362274]"
ASMOT,STRI,CHE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.2028786838054657, 0.2028786838054657, 0.2028786838054657, 0.2028786838054657, 0.2028786838054657, 0.2028786838054657, 0.19171643257141113, 0.20493488013744354, 0.21609711647033691, 0.21609711647033691, 0.23000097274780273]"
ASMOT,STRI,CHL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.15343189239501953, 0.15343189239501953, 0.15343189239501953, 0.15343189239501953, 0.15343189239501953, 0.15343189239501953, 0.15343189239501953, 0.15343189239501953, 0.17017526924610138, 0.17017526924610138, 0.17017526924610138]"
ASMOT,STRI,CHN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.515617311000824, 0.515617311000824, 0.515617311000824, 0.5566434860229492, 0.5678057074546814, 0.5566434860229492, 0.5616371035575867, 0.5477332472801208, 0.5477332472801208, 0.5030843019485474, 0.5030843019485474]"
ASMOT,STRI,COL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.22040535509586334, 0.22040535509586334, 0.22040535509586334, 0.2036619931459427, 0.2036619931459427, 0.2036619931459427, 0.2036619931459427, 0.2036619931459427, 0.22598648071289062, 0.22598648071289062, 0.22598648071289062]"
ASMOT,STRI,CRI,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.1436404585838318, 0.1568589061498642, 0.1568589061498642, 0.1568589061498642, 0.1568589061498642, 0.1568589061498642, 0.1568589061498642, 0.1568589061498642, 0.1436404585838318, 0.1436404585838318, 0.1436404585838318]"
ASMOT,STRI,CZE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.06521100550889969, 0.06521100550889969, 0.07637324929237366, 0.07637324929237366, 0.07637324929237366, 0.07637324929237366, 0.07637324929237366, 0.07637324929237366, 0.08959169685840607, 0.08959169685840607, 0.08959169685840607]"
ASMOT,STRI,DEU,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.11211201548576355, 0.11211201548576355, 0.11211201548576355, 0.11211201548576355, 0.11211201548576355, 0.12327425926923752, 0.12327425926923752, 0.12327425926923752, 0.13649269938468933, 0.13649269938468933, 0.13649269938468933]"
ASMOT,STRI,DNK,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.10183099657297134, 0.09908939152956009, 0.09908939152956009, 0.09908939152956009, 0.10467051714658737, 0.10467051714658737, 0.11583276093006134, 0.11583276093006134, 0.11514735966920853, 0.11514735966920853, 0.11514735966920853]"
ASMOT,STRI,ESP,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.09585821628570557, 0.09585821628570557, 0.09585821628570557, 0.09585821628570557, 0.09585821628570557, 0.09585821628570557, 0.10976206511259079, 0.10976206511259079, 0.10976206511259079, 0.09859982132911682, 0.09859982132911682]"
ASMOT,STRI,EST,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.160579651594162, 0.160579651594162, 0.160579651594162, 0.16616076231002808, 0.1549985408782959, 0.1417800784111023, 0.1417800784111023, 0.1417800784111023, 0.14109468460083008, 0.14109468460083008, 0.14109468460083008]"
ASMOT,STRI,FIN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.13482815027236938, 0.13482815027236938, 0.13482815027236938, 0.1612650454044342, 0.15568393468856812, 0.15568393468856812, 0.16958777606487274, 0.18349161744117737, 0.19671006500720978, 0.19671006500720978, 0.19671006500720978]"
ASMOT,STRI,FRA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.2334280014038086, 0.2334280014038086, 0.23900911211967468, 0.23900911211967468, 0.23900911211967468, 0.22579064965248108, 0.22579064965248108, 0.22579064965248108, 0.22579064965248108, 0.22579064965248108, 0.22579064965248108]"
ASMOT,STRI,GBR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.13903847336769104, 0.13903847336769104, 0.13903847336769104, 0.14461961388587952, 0.14461961388587952, 0.14461961388587952, 0.15852344036102295, 0.14736118912696838, 0.14736118912696838, 0.14736118912696838, 0.14736118912696838]"
ASMOT,STRI,GRC,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.16684618592262268, 0.17242729663848877, 0.17242729663848877, 0.17242729663848877, 0.16684618592262268, 0.16684618592262268, 0.16684618592262268, 0.16684618592262268, 0.1800646185874939, 0.1800646185874939, 0.16890236735343933]"
ASMOT,STRI,HUN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.16292959451675415, 0.16292959451675415, 0.16851070523262024, 0.16851070523262024, 0.16851070523262024, 0.16851070523262024, 0.18241456151008606, 0.18241456151008606, 0.19563299417495728, 0.19563299417495728, 0.19563299417495728]"
ASMOT,STRI,IDN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.5037696957588196, 0.5037696957588196, 0.27895820140838623, 0.27895820140838623, 0.27895820140838623, 0.23724664747714996, 0.23724664747714996, 0.23724664747714996, 0.23724664747714996, 0.24840888381004333, 0.24840888381004333]"
ASMOT,STRI,IND,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.21276803314685822, 0.2076764851808548, 0.2076764851808548, 0.24733182787895203, 0.2334279716014862, 0.2584940791130066, 0.24459022283554077, 0.24459022283554077, 0.24459022283554077, 0.24459022283554077, 0.24459022283554077]"
ASMOT,STRI,IRL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.10702046751976013, 0.10702046751976013, 0.10702046751976013, 0.10702046751976013, 0.10702046751976013, 0.11260157823562622, 0.11260157823562622, 0.11260157823562622, 0.12582002580165863, 0.136982262134552, 0.136982262134552]"
ASMOT,STRI,ISL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.3473024368286133, 0.3473024368286133, 0.3473024368286133, 0.3150886297225952, 0.3150886297225952, 0.3262508511543274, 0.3262508511543274, 0.3262508511543274, 0.3262508511543274, 0.3262508511543274, 0.3262508511543274]"
ASMOT,STRI,ISR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.1859394907951355, 0.1859394907951355, 0.1859394907951355, 0.1859394907951355, 0.1859394907951355, 0.1859394907951355, 0.1859394907951355, 0.1859394907951355, 0.1859394907951355, 0.1859394907951355, 0.1859394907951355]"
ASMOT,STRI,ITA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.20669734477996826, 0.20669734477996826, 0.20669734477996826, 0.20669734477996826, 0.20669734477996826, 0.20669734477996826, 0.20669734477996826, 0.20669734477996826, 0.2338196337223053, 0.2338196337223053, 0.2338196337223053]"
ASMOT,STRI,JPN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.07725448161363602, 0.0633506327867508, 0.0633506327867508, 0.0633506327867508, 0.0633506327867508, 0.0633506327867508, 0.10799960792064667, 0.10799960792064667, 0.0633506327867508, 0.0633506327867508, 0.0633506327867508]"
ASMOT,STRI,KAZ,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.2554587125778198, 0.2275531142950058, 0.24145695567131042, 0.2470380812883377, 0.2470380812883377, 0.2470380812883377, 0.2805248200893402, 0.2805248200893402, 0.23587584495544434, 0.23587584495544434, 0.23587584495544434]"
ASMOT,STRI,KOR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.22706353664398193, 0.22706353664398193, 0.20199745893478394, 0.21032017469406128, 0.21032017469406128, 0.21032017469406128, 0.2271614670753479, 0.2271614670753479, 0.24106529355049133, 0.19641631841659546, 0.19641631841659546]"
ASMOT,STRI,LTU,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.11974933743476868, 0.11974933743476868, 0.12533046305179596, 0.12533046305179596, 0.13854891061782837, 0.15176735818386078, 0.15176735818386078, 0.15176735818386078, 0.1649858057498932, 0.15989425778388977, 0.15989425778388977]"
ASMOT,STRI,LUX,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.1671399176120758, 0.1671399176120758, 0.1671399176120758, 0.1671399176120758, 0.1671399176120758, 0.1620483696460724, 0.1620483696460724, 0.1620483696460724, 0.1752668172121048, 0.1752668172121048, 0.1752668172121048]"
ASMOT,STRI,LVA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.11739939451217651, 0.11739939451217651, 0.11739939451217651, 0.11739939451217651, 0.11739939451217651, 0.11739939451217651, 0.11739939451217651, 0.11739939451217651, 0.13061784207820892, 0.13061784207820892, 0.13061784207820892]"
ASMOT,STRI,MEX,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.25496914982795715, 0.25496914982795715, 0.25496914982795715, 0.2661314010620117, 0.2661314010620117, 0.2661314010620117, 0.2661314010620117, 0.2661314010620117, 0.2661314010620117, 0.2661314010620117, 0.2661314010620117]"
ASMOT,STRI,MYS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.21991577744483948, 0.21991577744483948, 0.21991577744483948, 0.21991577744483948, 0.21991577744483948, 0.21991577744483948, 0.2087535411119461, 0.2087535411119461, 0.2087535411119461, 0.2087535411119461, 0.2087535411119461]"
ASMOT,STRI,NLD,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.09918730705976486, 0.09918730705976486, 0.09918730705976486, 0.09918730705976486, 0.09918730705976486, 0.09918730705976486, 0.09918730705976486, 0.09918730705976486, 0.1012435108423233, 0.1012435108423233, 0.1012435108423233]"
ASMOT,STRI,NOR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.17242729663848877, 0.17242729663848877, 0.18358953297138214, 0.17849798500537872, 0.16733574867248535, 0.18123957514762878, 0.18123957514762878, 0.18123957514762878, 0.18123957514762878, 0.18123957514762878, 0.18123957514762878]"
ASMOT,STRI,NZL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.14344462752342224, 0.15734848380088806, 0.15734848380088806, 0.14344462752342224, 0.14344462752342224, 0.14344462752342224, 0.1796729564666748, 0.1796729564666748, 0.1461862325668335, 0.15734848380088806, 0.15734848380088806]"
ASMOT,STRI,PER,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.17330852150917053, 0.17330852150917053, 0.17330852150917053, 0.17330852150917053, 0.17840006947517395, 0.19230392575263977, 0.19230392575263977, 0.1867228001356125, 0.1867228001356125, 0.1867228001356125, 0.1867228001356125]"
ASMOT,STRI,PHL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.2583961486816406, 0.25281503796577454, 0.25281503796577454, 0.25281503796577454, 0.25281503796577454, 0.2250073403120041, 0.2250073403120041, 0.2250073403120041, 0.2389111965894699, 0.2389111965894699, 0.2389111965894699]"
ASMOT,STRI,POL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.1424654722213745, 0.1424654722213745, 0.1424654722213745, 0.1424654722213745, 0.14755703508853912, 0.1531381607055664, 0.16430038213729858, 0.16430038213729858, 0.1775188446044922, 0.1775188446044922, 0.1775188446044922]"
ASMOT,STRI,PRT,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.09311661124229431, 0.09311661124229431, 0.09311661124229431, 0.07637324929237366, 0.07637324929237366, 0.07637324929237366, 0.07637324929237366, 0.07637324929237366, 0.08959169685840607, 0.0784294530749321, 0.0784294530749321]"
ASMOT,STRI,RUS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.24899636209011078, 0.2629002332687378, 0.2629002332687378, 0.2629002332687378, 0.2629002332687378, 0.2629002332687378, 0.3096053898334503, 0.3096053898334503, 0.38353076577186584, 0.3751101493835449, 0.3751101493835449]"
ASMOT,STRI,SGP,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.21482422947883606, 0.20092037320137024, 0.20092037320137024, 0.20092037320137024, 0.20092037320137024, 0.20092037320137024, 0.2455693483352661, 0.23166552186012268, 0.1870165467262268, 0.1870165467262268, 0.20092037320137024]"
ASMOT,STRI,SVK,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.1229805126786232, 0.1229805126786232, 0.1229805126786232, 0.1229805126786232, 0.1229805126786232, 0.1229805126786232, 0.1229805126786232, 0.1229805126786232, 0.1361989676952362, 0.1361989676952362, 0.1361989676952362]"
ASMOT,STRI,SVN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.18936648964881897, 0.18936648964881897, 0.19543717801570892, 0.19543717801570892, 0.19543717801570892, 0.19543717801570892, 0.19543717801570892, 0.19543717801570892, 0.20865562558174133, 0.20865562558174133, 0.20865562558174133]"
ASMOT,STRI,SWE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.16195043921470642, 0.16195043921470642, 0.16195043921470642, 0.16195043921470642, 0.16195043921470642, 0.16195043921470642, 0.16195043921470642, 0.16195043921470642, 0.17516890168190002, 0.17516890168190002, 0.17516890168190002]"
ASMOT,STRI,THA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.3486732244491577, 0.3486732244491577, 0.33751100301742554, 0.3151865005493164, 0.3151865005493164, 0.3151865005493164, 0.3151865005493164, 0.3151865005493164, 0.28737881779670715, 0.28737881779670715, 0.28737881779670715]"
ASMOT,STRI,TUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.2072848379611969, 0.2072848379611969, 0.2072848379611969, 0.2072848379611969, 0.22118866443634033, 0.26015859842300415, 0.2629002034664154, 0.2629002034664154, 0.24057573080062866, 0.24057573080062866, 0.24057573080062866]"
ASMOT,STRI,USA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.11700773239135742, 0.11700773239135742, 0.11700773239135742, 0.11142661422491074, 0.11142661422491074, 0.11142661422491074, 0.11142661422491074, 0.11142661422491074, 0.11142661422491074, 0.11142661422491074, 0.11142661422491074]"
ASMOT,STRI,VNM,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.30725544691085815, 0.30725544691085815, 0.30725544691085815, 0.30725544691085815, 0.30725544691085815, 0.30725544691085815, 0.3519044518470764, 0.3519044518470764, 0.30725544691085815, 0.3299716114997864, 0.3299716114997864]"
ASMOT,STRI,ZAF,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.11994516849517822, 0.11994516849517822, 0.11994516849517822, 0.1311074197292328, 0.15891510248184204, 0.15891510248184204, 0.15891510248184204, 0.15891510248184204, 0.15891510248184204, 0.15891510248184204, 0.15891510248184204]"
ASSOU,Barriers to competition,AUS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ASSOU,Barriers to competition,AUT,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,BEL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547]"
ASSOU,Barriers to competition,BRA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ASSOU,Barriers to competition,CAN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ASSOU,Barriers to competition,CHE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,CHL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,CHN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547]"
ASSOU,Barriers to competition,COL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ASSOU,Barriers to competition,CRI,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,CZE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547]"
ASSOU,Barriers to competition,DEU,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,DNK,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,ESP,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,EST,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,FIN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547]"
ASSOU,Barriers to competition,FRA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.01978239370509982]"
ASSOU,Barriers to competition,GBR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ASSOU,Barriers to competition,GRC,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,HUN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,IDN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ASSOU,Barriers to competition,IND,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ASSOU,Barriers to competition,IRL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
